accident_id,city,state,date,time,hour,day,month,year,day_of_week,is_weekend,peak_hour_indicator,festival_indicator,festival_impact,weather_condition,weather_severity,temperature,visibility,road_type,num_lanes,light_conditions,road_surface,traffic_density,latitude,longitude,urban_or_rural,speed_limit,congestion_level
ACC014665,Mumbai,Mumbai,2023-07-15,11:52,11,15,7,2023,5,1,0,0,0.0,Clear,0.1,23.1,8.2,Urban,3,Dusk/Dawn,Icy,50.94,18.943892,72.749587,Urban,50,Medium
ACC014666,Bhopal,Bhopal,2024-11-30,08:50,8,30,11,2024,5,1,1,0,0.0,Cloudy,0.3,28.2,6.67,Urban,1,Daylight,Icy,60.6,23.353261,77.301418,Urban,40,High
ACC014667,Delhi,Delhi,2025-06-06,19:35,19,6,6,2025,4,0,1,0,0.0,Cloudy,0.3,26.7,7.85,Urban,1,Dusk/Dawn,Dry,100.0,28.633575,77.085812,Urban,60,High
ACC014668,Bangalore,Bangalore,2022-09-11,01:19,1,11,9,2022,6,1,0,0,0.0,Cloudy,0.3,27.2,6.15,Urban,4,Dark - lit,Muddy,63.57,12.998066,77.61715,Urban,80,Medium
ACC014669,Chandigarh,Chandigarh,2023-06-19,09:54,9,19,6,2023,0,0,1,0,0.0,Clear,0.1,33.3,10.0,Urban,2,Dark - lit,Icy,94.76,30.82402,76.701772,Urban,40,High
ACC014670,Jaipur,Jaipur,2024-06-07,15:47,15,7,6,2024,4,0,0,0,0.0,Cloudy,0.3,30.9,8.84,Highway,3,Dark - lit,Icy,38.83,26.859399,75.673955,Rural,100,Low
ACC014671,Ahmedabad,Ahmedabad,2024-09-13,15:38,15,13,9,2024,4,0,0,0,0.0,Clear,0.1,33.8,3.49,Suburban,3,Dusk/Dawn,Dry,38.79,23.098577,72.468418,Urban,80,Low
ACC014672,Hyderabad,Hyderabad,2024-03-13,18:48,18,13,3,2024,2,0,1,0,0.0,Fog,0.6,17.7,1.73,Urban,2,Dark - unlit,Wet,58.76,17.499465,78.476377,Urban,40,High
ACC014673,Bangalore,Bangalore,2024-01-29,14:48,14,29,1,2024,0,0,0,0,0.0,Cloudy,0.3,25.8,6.99,Urban,2,Daylight,Icy,37.28,12.857824,77.585301,Urban,50,Medium
ACC014674,Hyderabad,Hyderabad,2022-11-15,07:33,7,15,11,2022,1,0,1,0,0.0,Rain,0.7,23.5,4.42,Highway,2,Dark - lit,Wet,92.34,17.417902,78.553807,Rural,60,High
ACC014675,Chennai,Chennai,2022-08-11,19:46,19,11,8,2022,3,0,1,0,0.0,Fog,0.6,24.8,2.92,Rural,3,Dusk/Dawn,Dry,58.58,13.094164,80.181655,Rural,60,Medium
ACC014676,Hyderabad,Hyderabad,2023-05-17,11:33,11,17,5,2023,2,0,0,0,0.0,Clear,0.1,28.7,10.0,Urban,4,Dark - unlit,Dry,85.52,17.328353,78.631426,Urban,40,Medium
ACC014677,Mumbai,Mumbai,2025-08-29,19:28,19,29,8,2025,4,0,1,0,0.0,Storm,0.9,13.3,5.68,Expressway,2,Dusk/Dawn,Dry,54.31,18.946055,72.783867,Rural,80,High
ACC014678,Delhi,Delhi,2025-07-23,02:45,2,23,7,2025,2,0,0,0,0.0,Cloudy,0.3,20.6,6.67,Suburban,3,Dark - unlit,Wet,70.29,28.619395,77.135813,Urban,40,Low
ACC014679,Bhopal,Bhopal,2025-10-18,08:53,8,18,10,2025,5,1,1,0,0.0,Fog,0.6,24.9,5.45,Rural,4,Dark - lit,Wet,96.67,23.171454,77.415316,Rural,80,High
ACC014680,Bhopal,Bhopal,2023-03-15,20:37,20,15,3,2023,2,0,1,0,0.0,Cloudy,0.3,30.5,7.69,Suburban,3,Dark - unlit,Icy,100.0,23.288372,77.279586,Urban,40,Medium
ACC014681,Jaipur,Jaipur,2024-05-31,00:37,0,31,5,2024,4,0,0,0,0.0,Cloudy,0.3,25.2,6.8,Highway,3,Dark - lit,Dry,83.32,26.972892,75.885951,Rural,60,Low
ACC014682,Pune,Pune,2025-07-03,17:21,17,3,7,2025,3,0,1,0,0.0,Cloudy,0.3,34.0,8.19,Suburban,1,Dark - unlit,Dry,77.47,18.527869,73.854514,Urban,60,Medium
ACC014683,Bangalore,Bangalore,2023-02-20,15:09,15,20,2,2023,0,0,0,0,0.0,Clear,0.1,25.2,8.29,Rural,3,Dark - lit,Dry,24.44,13.000202,77.557081,Rural,100,Low
ACC014684,Delhi,Delhi,2023-04-01,14:45,14,1,4,2023,5,1,0,0,0.0,Rain,0.7,24.9,0.5,Urban,3,Dusk/Dawn,Icy,78.29,28.67524,77.204319,Urban,50,Medium
ACC014685,Chennai,Chennai,2024-11-13,13:13,13,13,11,2024,2,0,0,0,0.0,Cloudy,0.3,22.8,5.75,Highway,4,Daylight,Dry,57.46,13.17785,80.297464,Rural,40,Low
ACC014686,Jaipur,Jaipur,2025-05-19,15:51,15,19,5,2025,0,0,0,0,0.0,Rain,0.7,22.7,2.18,Highway,2,Dark - unlit,Icy,83.9,26.825736,75.766957,Rural,60,Medium
ACC014687,Bangalore,Bangalore,2022-07-08,18:41,18,8,7,2022,4,0,1,0,0.0,Rain,0.7,33.5,5.64,Expressway,3,Daylight,Muddy,100.0,13.055136,77.707753,Rural,60,High
ACC014688,Jaipur,Jaipur,2024-05-21,04:35,4,21,5,2024,1,0,0,0,0.0,Haze,0.4,24.4,9.65,Urban,1,Daylight,Wet,53.72,26.806321,75.878015,Urban,100,Medium
ACC014689,Bangalore,Bangalore,2024-11-20,15:20,15,20,11,2024,2,0,0,0,0.0,Cloudy,0.3,33.5,4.75,Urban,4,Dusk/Dawn,Muddy,78.35,12.931816,77.56535,Urban,40,Medium
ACC014690,Lucknow,Lucknow,2023-05-22,21:29,21,22,5,2023,0,0,0,0,0.0,Clear,0.1,27.3,5.87,Urban,2,Dusk/Dawn,Muddy,59.35,26.696773,80.872229,Urban,40,Medium
ACC014691,Jaipur,Jaipur,2023-04-22,09:42,9,22,4,2023,5,1,1,0,0.0,Haze,0.4,28.5,6.67,Highway,4,Dark - unlit,Muddy,75.28,26.841831,75.871103,Rural,60,High
ACC014692,Delhi,Delhi,2023-08-12,21:21,21,12,8,2023,5,1,0,0,0.0,Storm,0.9,13.1,5.55,Highway,6,Dark - unlit,Wet,66.35,28.5242,77.208397,Rural,80,Medium
ACC014693,Hyderabad,Hyderabad,2024-05-22,04:54,4,22,5,2024,2,0,0,0,0.0,Cloudy,0.3,19.9,8.13,Rural,4,Daylight,Icy,67.32,17.293035,78.545807,Rural,60,Low
ACC014694,Mumbai,Mumbai,2022-07-13,16:28,16,13,7,2022,2,0,0,0,0.0,Rain,0.7,30.8,5.49,Expressway,2,Dark - lit,Wet,89.84,19.061473,72.770672,Rural,40,Medium
ACC014695,Hyderabad,Hyderabad,2023-07-24,04:06,4,24,7,2023,0,0,0,0,0.0,Fog,0.6,27.7,5.38,Urban,4,Dusk/Dawn,Icy,81.13,17.406449,78.519965,Urban,100,Medium
ACC014696,Hyderabad,Hyderabad,2024-04-24,00:20,0,24,4,2024,2,0,0,0,0.0,Cloudy,0.3,26.9,10.0,Expressway,4,Dark - lit,Icy,80.55,17.338488,78.39149,Rural,40,Low
ACC014697,Kochi,Kochi,2023-08-10,07:46,7,10,8,2023,3,0,1,0,0.0,Storm,0.9,24.8,1.55,Urban,3,Dark - unlit,Icy,55.82,9.976376,76.244562,Urban,40,High
ACC014698,Ahmedabad,Ahmedabad,2023-09-19,05:09,5,19,9,2023,1,0,0,0,0.0,Cloudy,0.3,33.9,7.3,Rural,4,Dusk/Dawn,Muddy,64.15,23.017547,72.51382,Rural,40,Low
ACC014699,Bhopal,Bhopal,2022-08-05,16:56,16,5,8,2022,4,0,0,0,0.0,Fog,0.6,29.3,2.49,Rural,3,Dark - lit,Wet,82.45,23.21748,77.292724,Rural,100,Low
ACC014700,Chandigarh,Chandigarh,2025-07-15,12:12,12,15,7,2025,1,0,0,0,0.0,Clear,0.1,24.5,9.45,Suburban,2,Dusk/Dawn,Muddy,24.37,30.877119,76.712148,Urban,80,Low
ACC014701,Lucknow,Lucknow,2024-08-10,14:42,14,10,8,2024,5,1,0,0,0.0,Cloudy,0.3,29.8,9.55,Highway,3,Dark - lit,Muddy,93.74,26.934769,81.008676,Rural,80,Medium
ACC014702,Chandigarh,Chandigarh,2024-08-10,20:43,20,10,8,2024,5,1,1,0,0.0,Clear,0.1,31.3,9.77,Highway,3,Dusk/Dawn,Wet,73.3,30.768521,76.851007,Rural,40,Medium
ACC014703,Pune,Pune,2024-03-17,19:45,19,17,3,2024,6,1,1,0,0.0,Clear,0.1,30.2,10.0,Highway,1,Dark - lit,Wet,33.51,18.382369,73.753687,Rural,50,High
ACC014704,Indore,Indore,2022-05-13,12:19,12,13,5,2022,4,0,0,0,0.0,Haze,0.4,21.6,7.16,Highway,4,Dark - lit,Muddy,54.96,22.808092,75.773903,Rural,100,Low
ACC014705,Pune,Pune,2024-06-11,18:31,18,11,6,2024,1,0,1,0,0.0,Cloudy,0.3,27.6,3.03,Urban,4,Dusk/Dawn,Icy,80.05,18.446675,73.895596,Urban,100,High
ACC014706,Bangalore,Bangalore,2024-04-01,07:46,7,1,4,2024,0,0,1,0,0.0,Clear,0.1,26.2,9.71,Expressway,2,Dusk/Dawn,Dry,64.18,12.854701,77.56328,Rural,60,Medium
ACC014707,Pune,Pune,2024-08-21,07:02,7,21,8,2024,2,0,1,0,0.0,Cloudy,0.3,34.0,7.99,Rural,3,Daylight,Icy,98.69,18.446871,73.749681,Rural,50,Medium
ACC014708,Chandigarh,Chandigarh,2025-09-21,09:21,9,21,9,2025,6,1,1,0,0.0,Clear,0.1,30.3,7.82,Highway,3,Dark - lit,Muddy,44.68,30.800156,76.857034,Rural,80,Medium
ACC014709,Indore,Indore,2025-01-26,05:52,5,26,1,2025,6,1,0,1,0.8,Fog,0.6,29.0,0.5,Suburban,3,Dark - unlit,Wet,100.0,22.712919,75.884005,Urban,40,Medium
ACC014710,Nagpur,Nagpur,2025-10-13,00:02,0,13,10,2025,0,0,0,0,0.0,Clear,0.1,35.4,8.81,Suburban,1,Dusk/Dawn,Icy,25.76,21.025549,79.046351,Urban,50,Low
ACC014711,Bangalore,Bangalore,2024-06-04,21:20,21,4,6,2024,1,0,0,0,0.0,Clear,0.1,26.3,6.09,Rural,4,Daylight,Icy,26.51,12.973329,77.6026,Rural,40,Low
ACC014712,Bangalore,Bangalore,2024-07-15,13:08,13,15,7,2024,0,0,0,0,0.0,Haze,0.4,31.3,7.06,Highway,3,Dusk/Dawn,Icy,78.65,13.034094,77.550074,Rural,60,Low
ACC014713,Chennai,Chennai,2023-09-16,20:15,20,16,9,2023,5,1,1,0,0.0,Rain,0.7,19.8,6.74,Urban,4,Dusk/Dawn,Icy,79.16,13.127624,80.149237,Urban,40,High
ACC014714,Mumbai,Mumbai,2024-10-30,12:11,12,30,10,2024,2,0,0,0,0.0,Rain,0.7,26.1,4.72,Highway,1,Dark - unlit,Dry,35.51,19.010967,72.985596,Rural,100,Medium
ACC014715,Kolkata,Kolkata,2023-01-27,14:23,14,27,1,2023,4,0,0,0,0.0,Haze,0.4,27.5,6.11,Urban,4,Dusk/Dawn,Wet,20.79,22.468277,88.390641,Urban,80,Low
ACC014716,Bhopal,Bhopal,2022-04-08,14:27,14,8,4,2022,4,0,0,0,0.0,Cloudy,0.3,27.1,5.35,Urban,2,Dark - lit,Icy,84.63,23.286155,77.331418,Urban,40,Medium
ACC014717,Ahmedabad,Ahmedabad,2022-02-02,16:39,16,2,2,2022,2,0,0,0,0.0,Fog,0.6,31.5,2.4,Highway,3,Daylight,Icy,44.97,23.02233,72.476481,Rural,100,Low
ACC014718,Hyderabad,Hyderabad,2023-05-09,18:40,18,9,5,2023,1,0,1,0,0.0,Rain,0.7,26.0,7.32,Expressway,1,Dark - lit,Wet,72.07,17.417839,78.422857,Rural,60,High
ACC014719,Ahmedabad,Ahmedabad,2025-01-19,08:48,8,19,1,2025,6,1,1,0,0.0,Fog,0.6,22.7,4.82,Urban,2,Dark - lit,Dry,45.56,23.040674,72.569836,Urban,50,High
ACC014720,Mumbai,Mumbai,2022-01-25,03:58,3,25,1,2022,1,0,0,0,0.0,Clear,0.1,24.2,5.39,Suburban,3,Dusk/Dawn,Icy,60.76,19.127357,72.941425,Urban,50,Low
ACC014721,Nagpur,Nagpur,2024-03-19,08:47,8,19,3,2024,1,0,1,0,0.0,Clear,0.1,31.5,7.55,Expressway,4,Dusk/Dawn,Icy,100.0,21.22352,79.001537,Rural,40,Medium
ACC014722,Bangalore,Bangalore,2024-06-02,06:53,6,2,6,2024,6,1,0,0,0.0,Cloudy,0.3,33.1,6.7,Suburban,2,Dark - lit,Wet,77.68,13.0461,77.70725,Urban,80,Medium
ACC014723,Bangalore,Bangalore,2025-09-07,02:00,2,7,9,2025,6,1,0,0,0.0,Rain,0.7,19.1,6.7,Expressway,1,Daylight,Icy,22.99,13.005403,77.50292,Rural,50,Medium
ACC014724,Hyderabad,Hyderabad,2024-01-11,17:58,17,11,1,2024,3,0,1,0,0.0,Haze,0.4,22.7,10.0,Rural,2,Dark - unlit,Dry,91.7,17.490202,78.365487,Rural,50,High
ACC014725,Lucknow,Lucknow,2025-02-09,06:06,6,9,2,2025,6,1,0,0,0.0,Rain,0.7,37.1,7.87,Rural,4,Daylight,Muddy,26.14,26.795058,81.043128,Rural,50,Medium
ACC014726,Jaipur,Jaipur,2024-11-27,07:42,7,27,11,2024,2,0,1,0,0.0,Rain,0.7,23.0,1.37,Highway,1,Dark - lit,Muddy,56.52,26.959,75.899641,Rural,100,High
ACC014727,Jaipur,Jaipur,2022-04-13,21:58,21,13,4,2022,2,0,0,0,0.0,Fog,0.6,26.7,3.67,Urban,4,Daylight,Muddy,8.17,26.956299,75.927094,Urban,100,Low
ACC014728,Mumbai,Mumbai,2022-04-04,04:18,4,4,4,2022,0,0,0,0,0.0,Clear,0.1,22.6,7.16,Expressway,4,Dark - unlit,Wet,29.74,19.021573,72.734219,Rural,80,Low
ACC014729,Pune,Pune,2024-04-01,09:39,9,1,4,2024,0,0,1,0,0.0,Cloudy,0.3,28.0,10.0,Highway,3,Dark - unlit,Wet,81.52,18.486408,73.805187,Rural,40,Medium
ACC014730,Nagpur,Nagpur,2025-08-30,00:36,0,30,8,2025,5,1,0,0,0.0,Clear,0.1,31.9,3.53,Rural,2,Dark - lit,Icy,49.46,21.175535,79.197918,Rural,80,Low
ACC014731,Bhopal,Bhopal,2023-05-04,17:26,17,4,5,2023,3,0,1,0,0.0,Rain,0.7,20.1,3.57,Rural,4,Dark - lit,Wet,62.93,23.211914,77.309186,Rural,50,Medium
ACC014732,Chandigarh,Chandigarh,2022-10-20,17:08,17,20,10,2022,3,0,1,0,0.0,Fog,0.6,29.4,6.26,Highway,4,Dark - lit,Icy,48.95,30.730425,76.778088,Rural,50,Medium
ACC014733,Nagpur,Nagpur,2025-03-24,09:31,9,24,3,2025,0,0,1,0,0.0,Rain,0.7,23.6,5.9,Rural,2,Dusk/Dawn,Dry,57.53,21.066509,79.224119,Rural,50,High
ACC014734,Indore,Indore,2023-01-31,09:02,9,31,1,2023,1,0,1,0,0.0,Haze,0.4,28.5,8.1,Suburban,2,Dusk/Dawn,Muddy,65.27,22.822008,75.852503,Urban,50,High
ACC014735,Hyderabad,Hyderabad,2022-05-28,12:53,12,28,5,2022,5,1,0,0,0.0,Cloudy,0.3,26.8,9.84,Rural,2,Dusk/Dawn,Dry,12.54,17.396111,78.521956,Rural,80,Low
ACC014736,Hyderabad,Hyderabad,2023-12-30,07:59,7,30,12,2023,5,1,1,0,0.0,Clear,0.1,21.1,7.78,Highway,3,Dark - lit,Dry,92.79,17.444617,78.47041,Rural,60,High
ACC014737,Ahmedabad,Ahmedabad,2025-06-25,18:30,18,25,6,2025,2,0,1,0,0.0,Rain,0.7,14.2,5.22,Highway,2,Dark - unlit,Dry,100.0,23.035217,72.689585,Rural,50,High
ACC014738,Chennai,Chennai,2025-01-01,16:54,16,1,1,2025,2,0,0,0,0.0,Haze,0.4,33.7,9.52,Expressway,3,Dusk/Dawn,Muddy,32.97,12.940156,80.322453,Rural,40,Low
ACC014739,Delhi,Delhi,2023-02-18,18:18,18,18,2,2023,5,1,1,0,0.0,Clear,0.1,28.5,7.75,Expressway,2,Daylight,Muddy,94.44,28.696339,77.224534,Rural,100,High
ACC014740,Indore,Indore,2024-06-09,18:00,18,9,6,2024,6,1,1,0,0.0,Clear,0.1,28.1,9.19,Highway,2,Daylight,Dry,79.12,22.750761,76.00542,Rural,60,High
ACC014741,Kolkata,Kolkata,2022-05-13,10:39,10,13,5,2022,4,0,1,0,0.0,Cloudy,0.3,21.1,9.14,Suburban,6,Dark - lit,Wet,100.0,22.668219,88.374149,Urban,60,High
ACC014742,Indore,Indore,2023-09-05,19:17,19,5,9,2023,1,0,1,0,0.0,Clear,0.1,20.6,8.56,Rural,4,Dark - unlit,Muddy,66.19,22.65925,75.727801,Rural,80,Medium
ACC014743,Mumbai,Mumbai,2024-09-14,16:10,16,14,9,2024,5,1,0,0,0.0,Haze,0.4,26.2,9.65,Urban,4,Dark - lit,Icy,41.02,18.992587,72.757047,Urban,40,Medium
ACC014744,Mumbai,Mumbai,2025-09-11,10:24,10,11,9,2025,3,0,1,0,0.0,Clear,0.1,26.4,7.51,Urban,4,Dark - unlit,Muddy,100.0,19.134164,72.832283,Urban,60,High
ACC014745,Bhopal,Bhopal,2023-03-08,19:39,19,8,3,2023,2,0,1,1,0.8,Cloudy,0.3,33.2,8.38,Urban,6,Daylight,Icy,97.67,23.399707,77.281201,Urban,60,High
ACC014746,Indore,Indore,2022-10-25,16:07,16,25,10,2022,1,0,0,0,0.0,Storm,0.9,25.8,7.43,Suburban,3,Dark - unlit,Dry,48.04,22.764257,75.787332,Urban,40,Low
ACC014747,Jaipur,Jaipur,2022-08-31,15:02,15,31,8,2022,2,0,0,0,0.0,Clear,0.1,29.8,8.51,Highway,2,Dusk/Dawn,Icy,37.4,26.955723,75.691975,Rural,80,Low
ACC014748,Bhopal,Bhopal,2024-11-09,18:26,18,9,11,2024,5,1,1,0,0.0,Cloudy,0.3,16.7,10.0,Expressway,2,Dark - lit,Icy,36.12,23.241923,77.502978,Rural,40,High
ACC014749,Hyderabad,Hyderabad,2024-01-19,14:47,14,19,1,2024,4,0,0,0,0.0,Clear,0.1,23.1,5.65,Urban,6,Dark - lit,Dry,35.18,17.35054,78.470517,Urban,60,Low
ACC014750,Kolkata,Kolkata,2025-08-03,14:15,14,3,8,2025,6,1,0,0,0.0,Cloudy,0.3,25.3,5.34,Urban,1,Daylight,Dry,57.39,22.689217,88.426732,Urban,50,Medium
ACC014751,Pune,Pune,2022-06-06,14:27,14,6,6,2022,0,0,0,0,0.0,Fog,0.6,29.1,5.96,Expressway,3,Dusk/Dawn,Icy,50.78,18.664633,73.787079,Rural,40,Low
ACC014752,Jaipur,Jaipur,2025-10-29,06:58,6,29,10,2025,2,0,0,0,0.0,Cloudy,0.3,20.6,6.45,Expressway,1,Daylight,Wet,59.1,27.06212,75.740673,Rural,100,Low
ACC014753,Ahmedabad,Ahmedabad,2024-11-09,22:15,22,9,11,2024,5,1,0,0,0.0,Clear,0.1,28.8,7.96,Expressway,1,Dark - lit,Muddy,31.93,22.981116,72.502705,Rural,60,Low
ACC014754,Jaipur,Jaipur,2022-11-22,17:33,17,22,11,2022,1,0,1,0,0.0,Haze,0.4,28.7,7.81,Highway,2,Dusk/Dawn,Muddy,83.94,26.775039,75.914771,Rural,40,High
ACC014755,Pune,Pune,2024-12-06,12:05,12,6,12,2024,4,0,0,0,0.0,Clear,0.1,30.3,8.44,Highway,2,Dark - lit,Dry,66.23,18.37457,73.761034,Rural,40,Low
ACC014756,Jaipur,Jaipur,2024-07-09,18:25,18,9,7,2024,1,0,1,0,0.0,Rain,0.7,23.0,6.65,Expressway,2,Daylight,Muddy,100.0,26.898494,75.761883,Rural,80,High
ACC014757,Pune,Pune,2023-02-15,15:53,15,15,2,2023,2,0,0,0,0.0,Cloudy,0.3,27.4,8.32,Urban,1,Dusk/Dawn,Dry,36.4,18.668854,73.976271,Urban,60,Medium
ACC014758,Chennai,Chennai,2024-07-19,20:11,20,19,7,2024,4,0,1,0,0.0,Haze,0.4,30.0,3.61,Rural,4,Dark - unlit,Icy,54.31,13.188445,80.338729,Rural,100,Medium
ACC014759,Pune,Pune,2023-11-23,18:00,18,23,11,2023,3,0,1,0,0.0,Clear,0.1,31.5,6.78,Rural,3,Dusk/Dawn,Wet,70.98,18.65259,73.960952,Rural,80,Medium
ACC014760,Lucknow,Lucknow,2022-02-03,16:50,16,3,2,2022,3,0,0,0,0.0,Cloudy,0.3,28.0,6.02,Rural,2,Dusk/Dawn,Dry,48.31,26.794338,80.918065,Rural,40,Low
ACC014761,Pune,Pune,2023-09-20,08:20,8,20,9,2023,2,0,1,0,0.0,Haze,0.4,34.0,7.9,Highway,3,Dusk/Dawn,Icy,67.61,18.445234,73.966597,Rural,60,Medium
ACC014762,Chennai,Chennai,2025-01-30,20:14,20,30,1,2025,3,0,1,0,0.0,Rain,0.7,21.6,6.9,Urban,4,Dark - lit,Muddy,76.12,13.12166,80.376203,Urban,80,High
ACC014763,Kolkata,Kolkata,2022-07-17,22:29,22,17,7,2022,6,1,0,0,0.0,Fog,0.6,21.6,0.5,Urban,2,Dark - unlit,Wet,56.94,22.556767,88.457856,Urban,40,High
ACC014764,Chandigarh,Chandigarh,2024-06-26,12:06,12,26,6,2024,2,0,0,0,0.0,Clear,0.1,30.4,9.93,Urban,3,Dark - lit,Dry,83.03,30.594591,76.75673,Urban,60,Medium
ACC014765,Jaipur,Jaipur,2024-05-16,18:08,18,16,5,2024,3,0,1,0,0.0,Clear,0.1,33.0,7.43,Urban,3,Dusk/Dawn,Icy,67.98,26.924418,75.756211,Urban,40,Medium
ACC014766,Bangalore,Bangalore,2022-12-28,14:43,14,28,12,2022,2,0,0,0,0.0,Haze,0.4,32.3,6.84,Urban,2,Daylight,Wet,47.29,13.089169,77.520494,Urban,50,Medium
ACC014767,Kolkata,Kolkata,2022-06-18,22:46,22,18,6,2022,5,1,0,0,0.0,Rain,0.7,21.6,2.32,Rural,4,Dusk/Dawn,Icy,89.87,22.666212,88.33813,Rural,80,Medium
ACC014768,Chennai,Chennai,2025-01-08,12:31,12,8,1,2025,2,0,0,0,0.0,Clear,0.1,29.5,7.38,Suburban,3,Dark - lit,Dry,58.95,12.980512,80.219608,Urban,50,Low
ACC014769,Kolkata,Kolkata,2024-08-11,12:26,12,11,8,2024,6,1,0,0,0.0,Cloudy,0.3,35.3,5.4,Suburban,4,Dark - unlit,Wet,36.9,22.531868,88.477859,Urban,80,Low
ACC014770,Ahmedabad,Ahmedabad,2023-03-23,18:18,18,23,3,2023,3,0,1,0,0.0,Cloudy,0.3,26.3,10.0,Urban,4,Dusk/Dawn,Muddy,61.76,22.999383,72.541234,Urban,80,High
ACC014771,Ahmedabad,Ahmedabad,2025-05-14,23:34,23,14,5,2025,2,0,0,0,0.0,Cloudy,0.3,20.6,8.48,Urban,3,Daylight,Dry,77.9,23.069093,72.465663,Urban,50,Medium
ACC014772,Nagpur,Nagpur,2025-01-07,22:22,22,7,1,2025,1,0,0,0,0.0,Clear,0.1,27.2,9.35,Highway,2,Dark - unlit,Dry,64.17,21.097831,79.034217,Rural,80,Low
ACC014773,Chennai,Chennai,2025-07-23,04:51,4,23,7,2025,2,0,0,0,0.0,Clear,0.1,33.0,8.11,Urban,2,Dark - lit,Wet,89.88,12.959462,80.369872,Urban,50,Medium
ACC014774,Kochi,Kochi,2023-10-26,19:53,19,26,10,2023,3,0,1,0,0.0,Cloudy,0.3,23.7,6.64,Highway,2,Dusk/Dawn,Icy,100.0,9.932153,76.265479,Rural,40,High
ACC014775,Nagpur,Nagpur,2025-01-24,10:40,10,24,1,2025,4,0,1,0,0.0,Clear,0.1,24.7,6.94,Highway,3,Dusk/Dawn,Icy,100.0,21.23901,79.169603,Rural,60,Medium
ACC014776,Jaipur,Jaipur,2024-09-25,07:45,7,25,9,2024,2,0,1,0,0.0,Storm,0.9,19.2,5.75,Highway,2,Daylight,Icy,100.0,27.023806,75.888574,Rural,80,High
ACC014777,Indore,Indore,2022-08-30,10:53,10,30,8,2022,1,0,1,0,0.0,Cloudy,0.3,17.9,9.26,Suburban,2,Dark - lit,Wet,100.0,22.837113,75.83498,Urban,40,High
ACC014778,Hyderabad,Hyderabad,2022-09-20,07:22,7,20,9,2022,1,0,1,0,0.0,Fog,0.6,23.4,6.2,Suburban,1,Dark - unlit,Dry,46.65,17.417654,78.3883,Urban,100,High
ACC014779,Pune,Pune,2025-01-31,12:20,12,31,1,2025,4,0,0,0,0.0,Clear,0.1,25.4,7.97,Rural,2,Dusk/Dawn,Muddy,72.87,18.589234,73.837379,Rural,50,Low
ACC014780,Lucknow,Lucknow,2022-08-17,18:31,18,17,8,2022,2,0,1,0,0.0,Clear,0.1,18.4,7.27,Urban,2,Dusk/Dawn,Dry,84.95,26.887088,80.802795,Urban,100,High
ACC014781,Indore,Indore,2022-08-23,21:54,21,23,8,2022,1,0,0,0,0.0,Clear,0.1,33.1,5.33,Urban,2,Dusk/Dawn,Muddy,45.02,22.652541,75.838075,Urban,40,Low
ACC014782,Bhopal,Bhopal,2022-11-08,14:20,14,8,11,2022,1,0,0,0,0.0,Storm,0.9,23.4,2.33,Highway,4,Dark - lit,Wet,22.85,23.248616,77.475453,Rural,50,Low
ACC014783,Hyderabad,Hyderabad,2023-05-02,15:26,15,2,5,2023,1,0,0,0,0.0,Fog,0.6,19.5,6.42,Rural,2,Daylight,Icy,56.71,17.515953,78.356557,Rural,80,Low
ACC014784,Bhopal,Bhopal,2022-04-28,16:52,16,28,4,2022,3,0,0,0,0.0,Storm,0.9,19.1,3.13,Highway,4,Dark - unlit,Muddy,53.21,23.231705,77.504489,Rural,100,Low
ACC014785,Jaipur,Jaipur,2025-01-20,06:42,6,20,1,2025,0,0,0,0,0.0,Haze,0.4,32.7,8.33,Highway,2,Dusk/Dawn,Dry,52.88,26.766949,75.824953,Rural,100,Low
ACC014786,Kochi,Kochi,2025-10-30,20:43,20,30,10,2025,3,0,1,0,0.0,Storm,0.9,12.3,3.63,Expressway,4,Dark - lit,Icy,63.43,9.879179,76.229708,Rural,100,Medium
ACC014787,Nagpur,Nagpur,2022-10-15,16:31,16,15,10,2022,5,1,0,0,0.0,Clear,0.1,26.9,7.76,Suburban,4,Dark - unlit,Muddy,80.03,21.270479,78.980556,Urban,80,Low
ACC014788,Kolkata,Kolkata,2024-08-16,19:09,19,16,8,2024,4,0,1,0,0.0,Clear,0.1,24.7,4.26,Rural,3,Dusk/Dawn,Icy,99.63,22.528449,88.307656,Rural,50,High
ACC014789,Kochi,Kochi,2023-05-17,10:16,10,17,5,2023,2,0,1,0,0.0,Clear,0.1,28.2,7.42,Urban,1,Dusk/Dawn,Muddy,100.0,10.011261,76.314389,Urban,50,High
ACC014790,Mumbai,Mumbai,2022-04-15,03:32,3,15,4,2022,4,0,0,0,0.0,Clear,0.1,24.4,9.37,Urban,6,Daylight,Dry,66.09,19.040469,72.850712,Urban,80,Medium
ACC014791,Bangalore,Bangalore,2023-07-16,08:56,8,16,7,2023,6,1,1,0,0.0,Clear,0.1,21.8,8.72,Urban,2,Dark - lit,Muddy,92.29,13.028969,77.51455,Urban,50,High
ACC014792,Lucknow,Lucknow,2022-06-11,12:44,12,11,6,2022,5,1,0,0,0.0,Clear,0.1,33.3,6.07,Highway,2,Daylight,Wet,33.09,26.864989,80.874523,Rural,40,Low
ACC014793,Indore,Indore,2025-10-06,19:07,19,6,10,2025,0,0,1,0,0.0,Fog,0.6,39.4,6.3,Highway,2,Daylight,Icy,54.03,22.832804,75.719669,Rural,100,High
